record_id,governorate,city,region,year,month,date,latitude,longitude,utm32_easting,utm32_northing,population_density,urban_index,temperature_c,rainfall_mm,humidity_pct,ndvi_score,drought_pressure_score,electricity_pressure_score,tourism_pressure_score,observed_index,data_nature,observed_lag_1,observed_lag_2,observed_lag_3,observed_lag_6,observed_lag_12,rolling_mean_3,rolling_mean_6,target_stage1_tabular_score,target_stage2_lstm_score,lstm_agri_price_next_3m
EX24_Jendouba_2023_10,Jendouba,Jendouba,Nord-Ouest,2023,10,2023-10-15,36.506089,8.78052,480345.9,4040105.85,120,38.0,21.21,40.7,58.74,43.97,58.99,64.75,5.36,75.57,données du projet,84.72,96.03,90.69,73.29,66.87,90.48000000000006,84.30666666666666,75.24,67.21,67.21
EX24_Jendouba_2023_11,Jendouba,Jendouba,Nord-Ouest,2023,11,2023-11-15,36.515572,8.752862,477871.86,4041163.84,120,38.0,14.37,34.01,71.48,47.76,57.18,57.49,14.99,77.22,données du projet,75.57,84.72,96.03,76.96,53.62,85.44000000000005,84.68666666666667,63.91,51.49,51.49
EX24_Jendouba_2023_12,Jendouba,Jendouba,Nord-Ouest,2023,12,2023-12-15,36.455727,8.750911,477680.07,4034526.0,120,38.0,14.4,63.92,79.81,48.38,40.03,53.51,11.76,67.84,données du projet,77.22,75.57,84.72,84.15,50.78,79.17000000000004,84.73,54.17,52.71,52.71
EX24_Jendouba_2024_01,Jendouba,Jendouba,Nord-Ouest,2024,1,2024-01-15,36.562307,8.796801,481817.04,4046338.7,120,38.0,13.45,50.49,74.96,54.84,40.95,57.33,6.09,51.53,données du projet,67.84,77.22,75.57,90.69,45.59,73.54333333333338,82.01166666666667,43.62,53.42,53.42
EX24_Jendouba_2024_02,Jendouba,Jendouba,Nord-Ouest,2024,2,2024-02-15,36.5244,8.793174,481483.46,4042134.47,120,38.0,15.94,41.43,74.57,46.38,41.39,54.39,15.25,45.09,données du projet,51.53,67.84,77.22,96.03,51.3,65.53000000000004,75.485,64.02,63.27,63.27
EX24_Jendouba_2024_03,Jendouba,Jendouba,Nord-Ouest,2024,3,2024-03-15,36.524057,8.816921,483609.41,4042092.16,120,38.0,15.61,33.09,66.46,47.97,43.22,50.78,29.74,58.73,données du projet,45.09,51.53,67.84,84.72,68.6,54.82000000000005,66.995,63.73,74.09,74.09
EX24_Jendouba_2024_04,Jendouba,Jendouba,Nord-Ouest,2024,4,2024-04-15,36.515828,8.783205,480588.81,4041185.63,120,38.0,25.69,14.15,64.11,34.55,71.5,61.16,23.05,68.26,données du projet,58.73,45.09,51.53,75.57,73.29,51.78333333333338,62.663333333333334,83.08,79.3,79.3
EX24_Jendouba_2024_05,Jendouba,Jendouba,Nord-Ouest,2024,5,2024-05-15,36.495622,8.742691,476955.33,4038953.19,120,38.0,28.1,8.07,48.61,21.06,83.43,78.86,12.75,69.13,données du projet,68.26,58.73,45.09,77.22,76.96,57.36000000000005,61.445,86.57,84.6,84.6
EX24_Jendouba_2024_06,Jendouba,Jendouba,Nord-Ouest,2024,6,2024-06-15,36.457161,8.766713,479096.44,4034681.49,120,38.0,30.56,19.16,43.77,29.05,77.84,77.88,45.88,80.52,données du projet,69.13,68.26,58.73,67.84,84.15,65.37333333333338,60.09666666666667,92.47,92.57,92.57
EX24_Jendouba_2024_07,Jendouba,Jendouba,Nord-Ouest,2024,7,2024-07-15,36.473404,8.821247,483986.2,4036472.8,120,38.0,32.59,31.22,39.44,32.78,98.67,86.51,34.34,94.35,données du projet,80.52,69.13,68.26,51.53,90.69,72.63666666666671,62.21,83.67,86.13,86.13
EX24_Jendouba_2024_08,Jendouba,Jendouba,Nord-Ouest,2024,8,2024-08-15,36.520067,8.719684,474902.71,4041670.58,120,38.0,34.54,34.1,45.09,21.47,91.4,58.85,34.76,89.7,données du projet,94.35,80.52,69.13,45.09,96.03,81.33333333333337,69.34666666666668,97.46,77.95,77.95
EX24_Jendouba_2024_09,Jendouba,Jendouba,Nord-Ouest,2024,9,2024-09-15,36.495278,8.764506,478908.95,4038910.05,120,38.0,29.59,16.53,54.68,21.21,89.35,60.63,35.65,94.5,données du projet,89.7,94.35,80.52,58.73,84.72,88.19000000000005,76.78166666666667,79.31,58.1,58.1
EX24_Jendouba_2024_10,Jendouba,Jendouba,Nord-Ouest,2024,10,2024-10-15,36.491724,8.724983,475368.14,4038525.2,120,38.0,22.91,40.74,72.49,43.26,53.79,68.93,5.6,66.37,données du projet,94.5,89.7,94.35,68.26,75.57,92.85000000000007,82.74333333333333,58.38,49.29,49.29
EX24_Jendouba_2024_11,Jendouba,Jendouba,Nord-Ouest,2024,11,2024-11-15,36.5461,8.804196,482475.11,4044539.51,120,38.0,15.2,51.63,72.06,40.88,42.33,43.44,14.95,60.53,données du projet,66.37,94.5,89.7,69.13,77.22,83.52333333333338,82.42833333333333,69.82,42.41,42.41
EX24_Jendouba_2024_12,Jendouba,Jendouba,Nord-Ouest,2024,12,2024-12-15,36.506026,8.834407,485171.38,4040089.3,120,38.0,13.05,48.76,73.34,62.66,37.6,59.22,20.21,48.56,données du projet,60.53,66.37,94.5,80.52,67.84,73.80000000000005,80.995,56.42,50.33,50.33
EX24_Jendouba_2025_01,Jendouba,Jendouba,Nord-Ouest,2025,1,2025-01-15,36.493102,8.808651,482862.19,4038659.92,120,38.0,12.54,65.53,80.05,52.53,33.64,55.06,16.05,43.22,données du projet,48.56,60.53,66.37,94.35,51.53,58.486666666666714,75.66833333333334,20.49,57.97,57.97
EX24_Jendouba_2025_02,Jendouba,Jendouba,Nord-Ouest,2025,2,2025-02-15,36.498565,8.824597,484291.45,4039263.25,120,38.0,13.5,49.91,72.75,54.08,39.26,58.84,23.37,38.45,données du projet,43.22,48.56,60.53,89.7,45.09,50.770000000000046,67.14666666666666,59.74,76.15,76.15
EX24_Jendouba_2025_03,Jendouba,Jendouba,Nord-Ouest,2025,3,2025-03-15,36.443042,8.823237,484158.36,4033104.58,120,38.0,19.33,40.41,61.1,41.34,48.49,54.87,9.05,61.49,données du projet,38.45,43.22,48.56,94.5,58.73,43.410000000000046,58.605,65.56,79.34,79.34
EX24_Jendouba_2025_04,Jendouba,Jendouba,Nord-Ouest,2025,4,2025-04-15,36.507424,8.798948,481996.4,4040250.43,120,38.0,19.55,26.16,55.66,34.19,77.9,53.62,6.93,68.12,données du projet,61.49,38.45,43.22,66.37,68.26,47.72000000000005,53.10333333333333,89.85,90.34,90.34
EX24_Jendouba_2025_05,Jendouba,Jendouba,Nord-Ouest,2025,5,2025-05-15,36.493688,8.758332,478355.54,4038735.12,120,38.0,26.0,14.6,53.2,47.61,78.72,62.44,13.03,87.92,données du projet,68.12,61.49,38.45,60.53,69.13,56.020000000000046,53.395,95.01,90.42,90.42
EX24_Jendouba_2025_06,Jendouba,Jendouba,Nord-Ouest,2025,6,2025-06-15,36.5246,8.810934,483073.5,4042153.48,120,38.0,28.37,10.73,52.08,20.25,85.84,74.55,38.58,89.1,données du projet,87.92,68.12,61.49,48.56,80.52,72.51000000000005,57.96000000000001,100.0,90.31,90.31
EX24_Jendouba_2025_07,Jendouba,Jendouba,Nord-Ouest,2025,7,2025-07-15,36.527988,8.827934,484596.13,4042526.39,120,38.0,31.83,19.3,45.43,32.71,97.66,79.06,45.26,85.4,données du projet,89.1,87.92,68.12,43.22,94.35,81.71333333333338,64.71666666666667,100.0,88.34,88.34
EX24_Jendouba_2025_08,Jendouba,Jendouba,Nord-Ouest,2025,8,2025-08-15,36.493004,8.801667,482236.63,4038650.3,120,38.0,32.1,25.56,46.64,26.28,100.0,64.56,46.51,92.38,données du projet,85.4,89.1,87.92,38.45,89.7,87.47333333333337,71.74666666666667,80.36,71.44,71.44
EX24_Jendouba_2025_09,Jendouba,Jendouba,Nord-Ouest,2025,9,2025-09-15,36.481946,8.720502,474963.68,4037441.79,120,38.0,27.17,30.79,58.36,29.72,83.24,63.94,30.41,88.81,données du projet,92.38,85.4,89.1,61.49,94.5,88.96000000000004,80.735,88.93,62.78,62.78
EX24_Kairouan_2017_01,Kairouan,Kairouan,Centre,2017,1,2017-01-15,35.664336,10.077517,597525.8,3947254.11,130,45.0,12.86,66.6,75.34,63.03,41.67,51.74,24.89,41.83,données du projet,46.4,61.32,75.98,83.86,39.81,61.23333333333338,71.48333333333333,62.44,52.25,52.25
EX24_Kairouan_2017_02,Kairouan,Kairouan,Centre,2017,2,2017-02-15,35.6772,10.059037,595837.68,3948662.83,130,45.0,16.77,98.66,77.6,51.95,38.51,57.16,26.76,48.04,données du projet,41.83,46.4,61.32,85.45,45.42,49.850000000000044,64.47833333333334,51.01,61.47,61.47
EX24_Kairouan_2017_03,Kairouan,Kairouan,Centre,2017,3,2017-03-15,35.731139,10.105076,599936.8,3954691.37,130,45.0,20.65,65.4,73.07,43.33,38.16,67.8,11.23,50.9,données du projet,48.04,41.83,46.4,75.89,55.86,45.42333333333338,58.24333333333334,57.8,71.22,71.22
EX24_Kairouan_2017_04,Kairouan,Kairouan,Centre,2017,4,2017-04-15,35.662334,10.086092,598304.39,3947040.63,130,45.0,24.74,26.92,55.02,37.94,73.05,60.47,0.0,63.54,données du projet,50.9,48.04,41.83,75.98,70.92,46.92333333333338,54.07833333333334,50.08,78.56,78.56
EX24_Kairouan_2017_05,Kairouan,Kairouan,Centre,2017,5,2017-05-15,35.640328,10.110105,600505.53,3944624.17,130,45.0,26.84,20.21,57.84,41.27,92.72,68.73,15.86,66.11,données du projet,63.54,50.9,48.04,61.32,79.52,54.160000000000046,52.005,67.1,84.23,84.23
EX24_Kairouan_2017_06,Kairouan,Kairouan,Centre,2017,6,2017-06-15,35.695845,10.117025,601062.03,3950788.95,130,45.0,33.22,22.11,43.71,28.43,80.63,78.38,37.59,79.45,données du projet,66.11,63.54,50.9,46.4,80.92,60.18333333333339,52.803333333333335,81.66,83.79,83.79
EX24_Kairouan_2017_07,Kairouan,Kairouan,Centre,2017,7,2017-07-15,35.600575,10.102343,599852.17,3940207.08,130,45.0,35.6,32.34,42.85,27.25,94.7,81.31,48.69,86.75,données du projet,79.45,66.11,63.54,41.83,83.86,69.70000000000005,58.31166666666667,83.78,85.24,85.24
EX24_Kairouan_2017_08,Kairouan,Kairouan,Centre,2017,8,2017-08-15,35.67847,10.165423,605463.85,3948912.65,130,45.0,30.73,20.52,48.96,23.29,90.6,70.9,36.31,84.08,données du projet,86.75,79.45,66.11,48.04,85.45,77.43666666666672,65.79833333333333,84.68,65.55,65.55
EX24_Kairouan_2017_09,Kairouan,Kairouan,Centre,2017,9,2017-09-15,35.641501,10.15401,604479.2,3944800.0,130,45.0,26.82,22.4,56.7,39.15,67.33,75.85,35.21,84.98,données du projet,84.08,86.75,79.45,50.9,75.89,83.42666666666672,71.805,81.93,54.6,54.6
EX24_Kairouan_2017_10,Kairouan,Kairouan,Centre,2017,10,2017-10-15,35.720728,10.078743,597568.06,3953510.16,130,45.0,23.22,51.25,61.81,36.43,57.43,68.64,16.52,69.95,données du projet,84.98,84.08,86.75,63.54,75.98,85.27000000000005,77.485,47.28,45.51,45.51
EX24_Kairouan_2017_11,Kairouan,Kairouan,Centre,2017,11,2017-11-15,35.67411,10.120456,601399.97,3948381.7,130,45.0,20.6,50.83,74.29,44.12,34.57,67.77,19.86,45.16,données du projet,69.95,84.98,84.08,66.11,61.32,79.67000000000006,78.55333333333334,17.96,49.59,49.59
EX24_Kairouan_2017_12,Kairouan,Kairouan,Centre,2017,12,2017-12-15,35.652643,10.090196,598687.76,3945969.88,130,45.0,14.18,52.89,76.22,53.11,33.23,55.18,16.8,44.09,données du projet,45.16,69.95,84.98,79.45,46.4,66.69666666666672,75.06166666666667,23.35,52.9,52.9
EX24_Kairouan_2018_01,Kairouan,Kairouan,Centre,2018,1,2018-01-15,35.669107,10.072654,597079.84,3947778.56,130,45.0,15.93,50.51,71.44,57.84,36.62,56.47,10.86,38.07,données du projet,44.09,45.16,69.95,86.75,41.83,53.06666666666672,69.16833333333334,55.14,59.16,59.16
EX24_Kairouan_2018_02,Kairouan,Kairouan,Centre,2018,2,2018-02-15,35.622667,10.103188,599901.17,3942658.24,130,45.0,16.28,47.5,75.76,61.3,40.9,48.72,21.09,57.12,données du projet,38.07,44.09,45.16,84.08,48.04,42.44000000000005,61.05500000000001,47.17,60.68,60.68
EX24_Kairouan_2018_03,Kairouan,Kairouan,Centre,2018,3,2018-03-15,35.652701,10.120437,601425.29,3946007.12,130,45.0,20.32,36.68,60.99,48.87,52.04,65.93,7.75,49.05,données du projet,57.12,38.07,44.09,84.98,50.9,46.42666666666671,56.56166666666667,55.65,72.49,72.49
EX24_Kairouan_2018_04,Kairouan,Kairouan,Centre,2018,4,2018-04-15,35.683312,10.129318,602190.22,3949411.53,130,45.0,25.23,18.62,55.73,33.48,81.32,60.68,5.37,58.98,données du projet,49.05,57.12,38.07,69.95,63.54,48.08000000000004,50.57333333333333,62.51,78.4,78.4
EX24_Kairouan_2018_05,Kairouan,Kairouan,Centre,2018,5,2018-05-15,35.667017,10.097528,599333.73,3947571.57,130,45.0,27.13,24.86,59.34,43.61,77.59,72.23,23.91,63.91,données du projet,58.98,49.05,57.12,45.16,66.11,55.05000000000005,48.745,79.81,87.81,87.81
EX24_Kairouan_2018_06,Kairouan,Kairouan,Centre,2018,6,2018-06-15,35.711641,10.127415,601981.96,3952551.72,130,45.0,32.47,16.82,46.02,27.17,92.77,73.72,50.77,84.3,données du projet,63.91,58.98,49.05,44.09,79.45,57.31333333333338,51.87,80.76,87.57,87.57
EX24_Kairouan_2018_07,Kairouan,Kairouan,Centre,2018,7,2018-07-15,35.647899,10.077517,597545.8,3945431.08,130,45.0,33.61,15.35,44.13,18.55,97.74,72.78,40.32,95.42,données du projet,84.3,63.91,58.98,38.07,86.75,69.06333333333338,58.571666666666665,96.98,81.3,81.3
EX24_Kairouan_2018_08,Kairouan,Kairouan,Centre,2018,8,2018-08-15,35.658546,10.067423,596619.12,3946602.03,130,45.0,33.22,10.21,46.03,27.97,84.93,73.09,26.67,81.22,données du projet,95.42,84.3,63.91,57.12,84.08,81.21000000000005,68.13,69.06,71.67,71.67
EX24_Kairouan_2018_09,Kairouan,Kairouan,Centre,2018,9,2018-09-15,35.699816,10.110313,600449.73,3951222.47,130,45.0,29.03,19.93,55.04,39.42,82.83,60.26,44.64,77.79,données du projet,81.22,95.42,84.3,49.05,84.98,86.98000000000006,72.14666666666666,71.22,66.53,66.53
EX24_Kairouan_2018_10,Kairouan,Kairouan,Centre,2018,10,2018-10-15,35.637495,10.133528,602629.89,3944334.1,130,45.0,21.18,55.07,60.54,56.43,68.02,59.5,21.12,77.07,données du projet,77.79,81.22,95.42,58.98,69.95,84.81000000000004,76.93666666666667,87.73,53.46,53.46
EX24_Kairouan_2018_11,Kairouan,Kairouan,Centre,2018,11,2018-11-15,35.663401,10.107576,600247.68,3947180.69,130,45.0,18.63,42.49,69.92,53.32,55.3,58.71,5.67,70.76,données du projet,77.07,77.79,81.22,63.91,45.16,78.69333333333337,79.95166666666667,32.37,49.63,49.63
EX24_Kairouan_2018_12,Kairouan,Kairouan,Centre,2018,12,2018-12-15,35.694507,10.030187,593206.72,3950554.62,130,45.0,16.33,58.42,75.54,66.38,33.09,67.54,14.76,48.66,données du projet,70.76,77.07,77.79,84.3,44.09,75.20666666666672,81.09333333333333,54.27,52.43,52.43
EX24_Kairouan_2019_01,Kairouan,Kairouan,Centre,2019,1,2019-01-15,35.637025,10.129433,602259.67,3944277.78,130,45.0,14.49,55.06,72.96,53.13,39.28,48.58,12.96,50.13,données du projet,48.66,70.76,77.07,95.42,38.07,65.49666666666671,75.15333333333334,68.39,58.75,58.75
EX24_Kairouan_2019_02,Kairouan,Kairouan,Centre,2019,2,2019-02-15,35.691636,10.116062,600980.25,3950321.09,130,45.0,15.76,40.86,89.38,56.44,37.57,55.76,6.64,58.06,données du projet,50.13,48.66,70.76,81.22,57.12,56.51666666666671,67.605,54.99,65.63,65.63
EX24_Kairouan_2019_03,Kairouan,Kairouan,Centre,2019,3,2019-03-15,35.677148,10.116067,600998.89,3948714.11,130,45.0,19.92,67.92,65.45,40.26,48.26,65.75,0.0,53.89,données du projet,58.06,50.13,48.66,77.79,49.05,52.28333333333338,63.745000000000005,76.32,67.16,67.16
EX24_Kairouan_2019_04,Kairouan,Kairouan,Centre,2019,4,2019-04-15,35.65667,10.068227,596694.16,3946394.75,130,45.0,25.43,27.35,63.52,41.44,64.17,69.6,0.02,64.18,données du projet,53.89,58.06,50.13,77.07,58.98,54.026666666666706,59.76166666666666,88.06,75.53,75.53
EX24_Kairouan_2019_05,Kairouan,Kairouan,Centre,2019,5,2019-05-15,35.646052,10.113423,600798.73,3945262.4,130,45.0,26.09,35.02,52.81,41.01,80.78,74.39,25.2,67.98,données du projet,64.18,53.89,58.06,70.76,63.91,58.71000000000004,57.61333333333334,88.05,86.33,86.33
EX24_Kairouan_2019_06,Kairouan,Kairouan,Centre,2019,6,2019-06-15,35.710867,10.096939,599226.08,3952434.64,130,45.0,30.88,24.55,47.46,25.86,87.89,72.68,35.96,84.35,données du projet,67.98,64.18,53.89,48.66,84.3,62.01666666666671,57.150000000000006,74.91,82.31,82.31
EX24_Kairouan_2019_07,Kairouan,Kairouan,Centre,2019,7,2019-07-15,35.662576,10.076534,597438.93,3947057.98,130,45.0,36.39,19.53,40.29,20.7,97.28,66.7,31.6,79.85,données du projet,84.35,67.98,64.18,50.13,95.42,72.17000000000003,63.09833333333333,73.17,76.07,76.07
EX24_Kairouan_2019_08,Kairouan,Kairouan,Centre,2019,8,2019-08-15,35.659948,10.088005,598480.48,3946777.92,130,45.0,35.22,14.41,47.58,30.01,100.0,77.46,26.06,90.67,données du projet,79.85,84.35,67.98,58.06,81.22,77.39333333333337,68.05166666666666,75.76,65.27,65.27
EX24_Kairouan_2019_09,Kairouan,Kairouan,Centre,2019,9,2019-09-15,35.669463,10.128859,602166.35,3947875.0,130,45.0,27.5,24.4,47.45,35.04,85.9,73.82,46.65,80.73,données du projet,90.67,79.85,84.35,53.89,77.79,84.95666666666669,73.48666666666666,50.22,53.08,53.08
EX24_Kairouan_2019_10,Kairouan,Kairouan,Centre,2019,10,2019-10-15,35.66485,10.146799,603796.03,3947382.19,130,45.0,20.48,49.09,58.42,44.75,57.66,62.04,0.34,67.49,données du projet,80.73,90.67,79.85,64.18,77.07,83.75000000000004,77.96,49.79,50.45,50.45
EX24_Kairouan_2019_11,Kairouan,Kairouan,Centre,2019,11,2019-11-15,35.691457,10.171166,605966.44,3950359.29,130,45.0,21.44,48.12,67.77,50.61,52.22,56.03,15.02,56.61,données du projet,67.49,80.73,90.67,67.98,70.76,79.63000000000004,78.51166666666667,27.66,50.05,50.05
EX24_Kairouan_2019_12,Kairouan,Kairouan,Centre,2019,12,2019-12-15,35.693433,10.033557,593512.85,3950438.67,130,45.0,14.46,60.34,67.16,60.28,34.67,49.11,2.09,49.16,données du projet,56.61,67.49,80.73,84.35,48.66,68.2766666666667,76.61666666666666,62.46,52.41,52.41
EX24_Kairouan_2020_01,Kairouan,Kairouan,Centre,2020,1,2020-01-15,35.644496,10.112626,600728.53,3945088.97,130,45.0,15.66,71.76,84.85,55.78,34.02,55.37,4.79,53.44,données du projet,49.16,56.61,67.49,79.85,50.13,57.753333333333366,70.75166666666667,36.78,60.25,60.25
EX24_Kairouan_2020_02,Kairouan,Kairouan,Centre,2020,2,2020-02-15,35.687187,10.137858,602958.08,3949850.24,130,45.0,17.08,47.3,69.75,57.9,40.31,59.95,20.36,47.46,données du projet,53.44,49.16,56.61,90.67,58.06,53.07000000000003,66.35,68.56,65.92,65.92
EX24_Kairouan_2020_03,Kairouan,Kairouan,Centre,2020,3,2020-03-15,35.660607,10.079859,597742.26,3946842.88,130,45.0,20.38,53.88,69.49,50.31,56.57,52.56,12.6,60.61,données du projet,47.46,53.44,49.16,80.73,53.89,50.02000000000004,59.14833333333333,53.9,74.82,74.82
EX24_Kairouan_2020_04,Kairouan,Kairouan,Centre,2020,4,2020-04-15,35.635356,10.113693,600836.6,3944076.33,130,45.0,23.14,35.32,58.25,37.89,55.67,73.2,16.69,61.71,données du projet,60.61,47.46,53.44,67.49,64.18,53.8366666666667,55.794999999999995,84.34,77.63,77.63
EX24_Kairouan_2020_05,Kairouan,Kairouan,Centre,2020,5,2020-05-15,35.659964,10.087032,598392.4,3946778.75,130,45.0,26.02,27.85,52.14,36.76,82.97,59.82,10.17,77.63,données du projet,61.71,60.61,47.46,56.61,67.98,56.59333333333337,54.83166666666667,100.0,91.51,91.51
EX24_Kairouan_2020_06,Kairouan,Kairouan,Centre,2020,6,2020-06-15,35.643905,10.098033,599408.04,3945008.62,130,45.0,32.55,5.95,52.15,30.98,100.0,77.63,39.51,85.08,données du projet,77.63,61.71,60.61,49.16,84.35,66.65000000000003,58.335,85.11,84.23,84.23
EX24_Kairouan_2020_07,Kairouan,Kairouan,Centre,2020,7,2020-07-15,35.657333,10.048455,594903.54,3946448.99,130,45.0,37.51,8.09,42.53,24.56,93.2,73.77,33.79,83.07,données du projet,85.08,77.63,61.71,53.44,79.85,74.80666666666671,64.32166666666667,70.76,80.42,80.42
EX24_Kairouan_2020_08,Kairouan,Kairouan,Centre,2020,8,2020-08-15,35.656913,10.110572,600526.95,3946464.13,130,45.0,34.64,14.25,49.56,29.7,93.87,70.8,26.75,87.59,données du projet,83.07,85.08,77.63,47.46,90.67,81.92666666666669,69.26,67.47,68.03,68.03
EX24_Kairouan_2020_09,Kairouan,Kairouan,Centre,2020,9,2020-09-15,35.658484,10.103667,599899.95,3946631.39,130,45.0,27.33,24.73,53.5,42.62,84.46,76.27,47.06,85.02,données du projet,87.59,83.07,85.08,60.61,80.73,85.24666666666671,75.94833333333332,79.57,60.2,60.2
EX24_Kairouan_2020_10,Kairouan,Kairouan,Centre,2020,10,2020-10-15,35.665762,10.098128,599389.56,3947432.98,130,45.0,19.49,32.36,68.05,44.24,65.69,66.76,24.7,69.49,données du projet,85.02,87.59,83.07,61.71,67.49,85.2266666666667,80.01666666666667,35.7,46.9,46.9
EX24_Kairouan_2020_11,Kairouan,Kairouan,Centre,2020,11,2020-11-15,35.679374,10.095537,599138.21,3948940.15,130,45.0,20.37,63.05,69.23,52.03,32.96,59.84,1.54,51.52,données du projet,69.49,85.02,87.59,77.63,56.61,80.70000000000005,81.31333333333333,49.64,48.09,48.09
EX24_Kairouan_2020_12,Kairouan,Kairouan,Centre,2020,12,2020-12-15,35.669366,10.059225,595864.12,3947794.1,130,45.0,16.87,51.09,69.98,61.03,30.63,47.25,8.93,50.8,données du projet,51.52,69.49,85.02,85.08,49.16,68.67666666666669,76.96166666666666,24.41,49.8,49.8
EX24_Kairouan_2021_01,Kairouan,Kairouan,Centre,2021,1,2021-01-15,35.717102,10.066008,596420.51,3953095.37,130,45.0,14.78,57.1,81.15,53.28,36.58,52.66,6.71,40.59,données du projet,50.8,51.52,69.49,83.07,53.44,57.27000000000004,71.24833333333333,40.93,59.99,59.99
EX24_Kairouan_2021_02,Kairouan,Kairouan,Centre,2021,2,2021-02-15,35.649077,10.118147,601222.58,3945602.77,130,45.0,15.93,55.79,77.88,57.44,29.95,63.5,10.1,48.77,données du projet,40.59,50.8,51.52,87.59,47.46,47.636666666666706,64.16833333333334,34.47,68.31,68.31
EX24_Kairouan_2021_03,Kairouan,Kairouan,Centre,2021,3,2021-03-15,35.713388,10.067171,596530.2,3952684.52,130,45.0,20.04,55.74,65.54,46.99,56.95,59.44,6.71,61.23,données du projet,48.77,40.59,50.8,85.02,60.61,46.720000000000034,57.69833333333332,66.79,77.36,77.36
EX24_Kairouan_2021_04,Kairouan,Kairouan,Centre,2021,4,2021-04-15,35.678648,10.067373,596590.32,3948831.6,130,45.0,22.78,22.61,60.72,39.76,76.55,72.8,9.64,64.74,données du projet,61.23,48.77,40.59,69.49,61.71,50.19666666666671,53.73333333333333,72.71,84.61,84.61
EX24_Kairouan_2021_05,Kairouan,Kairouan,Centre,2021,5,2021-05-15,35.689901,10.141923,603322.42,3950155.54,130,45.0,26.9,35.67,53.31,35.1,66.37,72.3,13.41,77.93,données du projet,64.74,61.23,48.77,51.52,77.63,58.246666666666705,52.94166666666666,100.0,90.48,90.48
EX24_Kairouan_2021_06,Kairouan,Kairouan,Centre,2021,6,2021-06-15,35.63647,10.066731,596583.01,3944152.76,130,45.0,30.05,4.97,45.96,39.31,90.35,86.58,30.06,91.14,données du projet,77.93,64.74,61.23,50.8,85.08,67.96666666666671,57.34333333333334,78.6,88.88,88.88
EX24_Kairouan_2021_07,Kairouan,Kairouan,Centre,2021,7,2021-07-15,35.657052,10.109318,600413.35,3946478.3,130,45.0,36.26,6.76,48.84,22.33,97.84,77.72,53.51,86.65,données du projet,91.14,77.93,64.74,40.59,83.07,77.93666666666671,64.06666666666668,88.47,80.22,80.22
EX24_Kairouan_2021_08,Kairouan,Kairouan,Centre,2021,8,2021-08-15,35.591648,10.132593,602603.74,3939248.08,130,45.0,35.91,5.13,48.46,30.93,94.14,73.84,31.2,90.45,données du projet,86.65,91.14,77.93,48.77,87.59,85.24000000000005,71.74333333333333,71.41,74.8,74.8
EX24_Kairouan_2021_09,Kairouan,Kairouan,Centre,2021,9,2021-09-15,35.691649,10.095235,599095.69,3950301.36,130,45.0,28.66,30.39,58.58,31.47,82.54,68.87,37.26,83.92,données du projet,90.45,86.65,91.14,61.23,85.02,89.41333333333337,78.69,82.6,64.48,64.48
EX24_Kairouan_2021_10,Kairouan,Kairouan,Centre,2021,10,2021-10-15,35.672093,10.047711,594818.8,3948085.35,130,45.0,21.25,46.17,61.55,54.45,54.07,67.66,12.93,73.49,données du projet,83.92,90.45,86.65,64.74,69.49,87.00666666666672,82.47166666666666,75.97,53.93,53.93
EX24_Kairouan_2021_11,Kairouan,Kairouan,Centre,2021,11,2021-11-15,35.707509,10.119967,601313.46,3952085.72,130,45.0,18.05,29.73,64.83,45.08,55.89,55.7,29.98,58.7,données du projet,73.49,83.92,90.45,77.93,51.52,82.62000000000003,83.93,83.06,45.9,45.9
EX24_Kairouan_2021_12,Kairouan,Kairouan,Centre,2021,12,2021-12-15,35.693393,10.099677,599495.47,3950499.25,130,45.0,14.72,67.94,72.62,47.12,35.99,57.87,8.55,56.59,données du projet,58.7,73.49,83.92,91.14,50.8,72.0366666666667,80.725,39.43,46.71,46.71
EX24_Kairouan_2022_01,Kairouan,Kairouan,Centre,2022,1,2022-01-15,35.691145,10.062706,596152.99,3950213.13,130,45.0,14.5,45.3,78.48,63.95,41.4,53.31,24.34,45.24,données du projet,56.59,58.7,73.49,86.65,40.59,62.9266666666667,74.96666666666667,53.71,55.75,55.75
EX24_Kairouan_2022_02,Kairouan,Kairouan,Centre,2022,2,2022-02-15,35.656872,10.076587,597450.67,3946425.38,130,45.0,16.33,49.66,76.31,52.32,33.82,63.9,24.27,45.14,données du projet,45.24,56.59,58.7,90.45,48.77,53.51000000000004,68.06500000000001,47.16,61.55,61.55
EX24_Kairouan_2022_03,Kairouan,Kairouan,Centre,2022,3,2022-03-15,35.681932,10.116877,601066.15,3949245.6,130,45.0,19.2,30.2,67.54,40.47,46.18,65.21,4.55,57.24,données du projet,45.14,45.24,56.59,83.92,61.23,48.99000000000004,60.51333333333334,62.31,72.92,72.92
EX24_Kairouan_2022_04,Kairouan,Kairouan,Centre,2022,4,2022-04-15,35.695359,10.109012,600337.6,3950726.84,130,45.0,28.12,32.68,65.53,42.02,54.78,65.34,28.93,65.12,données du projet,57.24,45.14,45.24,73.49,64.74,49.206666666666706,56.06666666666667,63.2,86.35,86.35
